id,Predicted
71734,499223
77129,376202
148805,546123
105273,452842
59996,380093
74245,364042
108958,477350
5967,351326
69415,739010
138651,533720
29943,275870
149237,371254
71242,351719
78610,445216
24775,322382
67241,461169
53712,280948
177693,603604
97562,395163
64922,665518
52209,214687
161762,507472
49320,572870
172009,489214
41373,403516
98198,421793
112553,458966
127947,568091
115626,529292
109039,491374
679,215600
153227,470764
109887,372505
8655,215150
58996,484495
44861,324138
159451,614009
143878,493359
25879,241175
22370,334809
48538,330962
135383,585989
43547,485226
99762,460146
167476,594264
69677,431860
77283,362933
60879,412334
145716,497392
102818,568342
3464,527309
140980,495301
82288,455555
44289,97449
6159,375401
174669,599122
153879,463967
102404,499129
45804,359119
147861,477631
142742,467158
182653,681961
11166,309062
116796,401793
180643,601296
30102,281969
79086,530427
68000,571507
123191,334921
166665,528575
114453,334071
178124,668988
37678,336932
119845,434421
36849,356621
150627,453529
68850,327908
76133,464331
58202,332211
36474,330904
180318,658449
179182,775273
88975,444055
71874,433757
86635,374158
39319,411878
3981,223327
103592,432391
25096,325216
50792,259561
156267,450563
162994,497267
154077,484070
144485,459717
36697,330945
68871,361522
76977,390944
122300,497126
157453,526365
53718,263114
100057,540418
12522,204509
47991,308627
34607,315191
185711,857219
83136,501569
133559,373892
55707,440432
137189,373627
68206,448241
32113,237944
6323,310158
10996,405225
110317,491980
48825,220173
156351,513869
183433,597188
10027,390492
50584,385276
10274,343338
39275,405176
29828,397674
73671,487236
89917,491068
161578,514295
10506,362499
148838,488127
96332,505696
154523,599326
6240,402324
168769,591427
144050,742459
103092,395435
159616,413517
183174,562116
27586,242721
119200,403540
148210,419868
140911,423224
109088,420650
50991,401631
158123,524584
38075,693421
106521,379872
17836,331294
146508,461630
162831,724501
165433,471621
185521,689727
25891,233266
107841,554094
23186,274537
134567,425543
53050,242392
111896,289239
159080,521523
177671,580292
139781,459938
35393,399752
5109,208652
136517,448814
3548,178950
54550,366337
172377,756181
110543,410124
166201,496444
73305,436748
141297,672472
3405,411155
170274,545477
13800,338200
169165,574622
65517,645882
121389,446213
127678,525971
154559,511214
26402,238836
12866,374230
54891,192376
99468,339338
46190,406680
123937,471171
93757,530836
86446,667477
176445,730207
148166,419655
161888,601244
114729,408754
117794,643050
85180,437881
168268,544411
71606,452408
41447,359535
110225,320799
37685,365103
90001,479974
30142,310773
156820,477595
55645,463236
16038,434423
181961,588497
104030,492881
52291,353436
170120,475805
139290,328662
102682,459467
3932,263481
18925,228020
16002,272736
125739,441731
15340,257398
36074,391728
163327,426028
173159,555117
67095,612777
113015,482373
117227,275854
50095,405087
2279,349299
24050,277552
167972,473426
8701,223170
114548,304606
35132,324259
93181,462352
110196,402794
70703,913307
51764,319917
174798,730115
135276,399691
70642,793996
109895,463170
168145,538599
23834,302962
165841,487573
177848,580059
76192,520731
48788,273535
183043,656773
74811,418513
103920,490755
176527,678522
94038,462984
177020,625397
150426,513847
116514,426324
78230,551040
5142,155370
75536,480281
13910,374220
123264,415091
30629,342020
165519,469240
33641,334352
48578,422465
160183,456653
8497,308231
148246,626238
407,216485
12338,209347
184052,738651
40106,391644
122225,300485
162927,404227
45870,261109
180610,495989
31611,427932
84703,414865
16650,298951
122992,483436
4416,357892
135981,424270
85586,464155
133749,440731
52271,294499
145263,365874
56695,339934
151505,381722
173821,475933
85070,341860
2529,136083
15972,489627
4405,208160
115252,437856
38344,270343
61374,456800
40884,325168
129564,559988
184500,706119
31911,365332
114384,540210
175174,668475
94948,456877
130605,460422
146479,516682
4772,382628
52010,391695
151987,344456
84116,508810
50807,271249
116197,423678
119063,502771
6115,361114
153490,581191
185170,634171
17855,462194
111619,462222
144007,467173
165272,544584
12593,212780
179429,570215
63871,294648
122611,650123
130512,381402
182992,637786
160987,479266
145469,440086
78435,563538
146383,502734
37006,321248
15320,272072
159336,499017
82824,355035
88962,459832
140956,455325
110830,557761
31039,372460
174425,543918
11904,272455
153755,454939
83672,493792
170338,498141
159441,555762
38559,135888
153425,393152
45356,299800
124079,761267
46892,124272
155099,551821
863,334095
24590,313215
120823,483319
42763,133060
17197,274942
104852,365498
14870,337848
3943,315711
60576,259205
24605,420158
68087,463156
119774,407027
21079,416198
70830,428045
176892,561191
92562,398116
63868,296704
120898,487697
66882,379141
106701,472904
128025,777601
183631,603053
74246,324556
58578,543589
160351,508037
73765,517732
107417,429575
146884,512769
87593,376991
155232,352001
33752,411491
102706,484782
123167,351788
41574,263638
128815,515369
129883,416657
177719,736551
73007,471245
34220,323861
150294,615362
65163,395009
45760,199223
65057,440511
139277,479167
36985,354638
151823,393753
153488,493786
45592,276002
55449,838347
95244,440972
121453,377673
178356,575706
72789,538528
35044,355346
147493,380981
20808,340854
175158,647750
15144,190165
28266,524040
17691,309984
84155,675323
49520,403608
156485,567031
93823,634274
167254,679935
124629,611160
123250,323089
74437,422763
147491,369689
152462,382604
41625,321930
4897,157911
139124,733607
16974,322750
153009,383275
38371,236454
167843,728798
37391,684504
174353,607137
15981,245496
100440,622936
161460,570276
113209,425328
47236,264499
141312,672106
109907,411365
88128,553309
77956,417724
137757,339987
105149,447825
102460,386079
109147,530461
94632,703313
13123,431147
52557,283760
100134,537182
157600,579136
150242,418159
143301,848605
125900,683873
1437,330587
75429,496798
122093,333361
1723,455133
51451,152498
165000,505657
61143,332109
35323,390977
70374,391196
35883,251778
18416,427606
68100,361884
4040,350807
41007,269797
136415,461624
24094,295850
16246,323778
22864,427364
122453,381612
172094,557128
165139,590147
143728,529713
11127,263515
116828,567242
166631,560360
79857,455557
105359,446375
83907,432846
164004,560449
105701,555606
56890,605189
137263,482604
84978,568619
180701,711739
87509,620974
38563,123686
90844,422217
136149,527454
86816,408423
89454,345393
156349,401669
55970,339373
102091,408457
118798,352964
182798,621199
162911,418428
136773,556914
10212,338304
70372,369446
102721,529654
30287,305834
121199,461393
49048,296396
112095,575309
150212,427731
120247,406743
120803,384179
90784,471387
130597,505818
40981,316017
13482,394768
56466,307746
91514,304515
65750,672586
185723,665721
13570,527068
106024,589021
37033,418826
26180,369931
114799,420660
118371,449916
165463,489485
137571,577700
82354,473799
59508,634571
2281,329106
79720,840266
60417,469203
55422,358446
73988,693503
77895,450352
61754,789761
48416,353907
165964,516180
89352,366444
120891,410281
113457,583536
154656,426557
389,219778
183408,599131
27939,381816
41084,313554
138245,526769
65646,472031
25187,298917
143247,722271
127906,582336
61113,419237
184336,846608
53201,427279
185431,704393
118674,401814
70067,719952
151665,519942
105139,456049
185518,682780
149729,563108
80983,497084
20763,281324
152667,421951
83923,453188
39790,199643
121731,591550
15319,168929
97378,513836
70702,868892
4238,507845
11914,340182
51079,292664
126760,291447
88818,514172
119472,516911
102020,354547
103617,506839
154371,467269
5952,273289
42723,212312
132199,419696
150195,451505
10731,256190
183187,737753
17173,430221
153767,697193
47004,259644
79531,498190
94126,370874
146599,529983
8005,287995
60019,394178
154309,559872
45891,281153
52627,463695
88623,368955
117673,456729
80864,389359
59207,396974
139649,477001
122954,438955
59100,409928
28407,629382
11785,405982
59241,276309
149828,583436
139197,356647
55306,382364
86069,558643
73517,518904
6010,329050
182045,712659
178657,564523
157542,507570
134284,587430
58567,562351
99854,647283
148883,421311
137456,514571
157556,449758
161009,478303
142928,559485
168950,439913
55851,504002
179790,582131
51403,334106
114851,359344
34384,341819
82551,454249
163422,471034
16764,359412
76605,276051
1576,241690
172616,421987
27924,338071
35642,350188
65945,707413
90794,502601
161186,449879
176288,781073
155503,696254
2070,250672
85991,592469
85587,456197
26055,389142
23567,353529
170748,357025
120697,382069
171509,515094
136403,449978
65472,469295
176640,576126
100877,309158
123372,544154
72592,400221
75467,518176
131077,435621
18636,266195
34878,356510
182050,701793
81713,407394
88114,387246
183680,729052
119769,360790
2538,149071
162408,370078
124059,586791
68262,309664
97387,424526
173969,674619
132639,379659
180226,659324
29532,235628
149613,726751
168898,528235
74432,390918
115266,472363
44673,268907
94891,379177
160571,499416
21954,270947
115718,743792
110118,368755
136150,546520
63560,424635
173706,518755
106255,538224
96375,377961
166870,483962
58418,336567
59134,251633
138395,382841
35298,374344
174316,831632
66938,402667
99056,413988
143876,442955
135497,366544
109343,459008
57683,341452
88991,474417
114924,489519
5769,389280
110078,458581
100453,666100
56889,654234
128581,549240
3034,380710
39136,472147
44114,299744
108845,407527
85984,633107
117729,597351
121822,467833
91689,366450
123308,362131
9898,262674
131117,344647
25353,380769
133190,483030
11833,299940
98962,499871
59557,280990
42130,342533
48954,329010
106725,511337
97257,538265
73560,405887
120248,459967
151457,487242
133840,372612
137185,404306
46208,334858
11445,312297
55209,416464
56820,432441
38146,293045
132901,405464
181568,568526
70603,1103412
114794,391115
13355,370153
99336,342443
62060,501019
145014,398572
111582,435783
185312,586606
150339,437652
106133,446072
89232,709018
20226,204245
114741,430829
182822,630578
120044,621523
43809,498714
125107,460371
179467,568121
42015,442798
105898,624421
23155,389133
177458,536093
26620,273969
125077,421607
149651,412623
35069,275047
11548,306410
112373,536986
10818,322369
145194,453733
3854,388734
93782,620369
128716,774799
82363,368471
18752,366399
116930,487201
133517,486909
53143,431118
60962,414377
1537,219893
115099,468108
42045,341838
143194,506536
77026,460820
67736,429363
107682,434556
82319,426717
112686,397462
6950,396625
33567,309333
8426,364605
51028,387061
89081,483122
140145,443863
13077,386399
88035,393951
78386,638608
131499,414474
48896,370185
69286,591623
99433,424665
185108,566876
149899,399398
27046,252967
31282,340136
52435,350094
162636,473161
71766,491588
65097,461482
155266,475487
185888,650879
170825,572632
100423,703263
60153,373253
24351,429693
89437,376205
130653,320263
20843,376813
157924,467384
11232,297694
37418,420656
64279,344739
60584,247744
97088,367923
75359,498336
83772,507298
97090,388657
46161,245642
121663,508766
4205,286929
109941,384025
35386,363328
156661,606535
123560,443441
48951,286920
23965,309307
156828,539753
129238,414738
39508,332186
160038,564110
112985,432213
147834,397973
43028,301774
47047,357476
136653,502676
156996,405121
70108,370960
173848,464328
35168,372699
89669,398808
60867,387008
173525,552594
183607,596256
63608,393848
158580,460092
120972,753246
75636,460377
155678,390263
102159,544183
43158,309633
82893,343854
74610,535207
40140,254754
116644,281276
92747,611465
54363,424245
145381,530571
33524,317750
9617,403379
116372,564849
97285,377663
34633,404117
148708,561471
74068,726236
173830,556546
7894,282236
103418,459071
108249,336299
142195,430477
109457,699592
131502,438796
106216,478253
24314,346711
176045,573613
6838,310310
151314,587731
39614,267425
105165,299089
3950,463402
84840,469671
119142,648300
49879,244485
59024,584676
2397,372103
42677,133653
125932,567690
138909,439446
12538,214215
57056,518295
172484,559427
26693,251907
88899,503605
72586,462064
126813,396312
28811,476918
16389,287367
139667,406274
68829,423913
126132,586314
45854,810051
50501,300349
124277,445463
80177,438637
14998,300696
169354,506837
113759,409770
33117,306760
15883,335212
89206,645745
97635,530302
58533,369426
156204,495673
41850,641745
122019,461727
5611,295922
92136,450560
90673,416869
62277,407428
77923,362230
162302,532845
6594,393568
24693,232931
38385,315730
116237,423389
62271,271161
14001,296943
1567,288936
61568,815300
151091,361992
16492,263353
12128,217141
184854,668770
5048,303626
171148,495293
36943,369272
130223,503562
141747,467224
120919,748349
162746,408009
132729,447745
57706,228771
103531,391562
135376,629983
28483,278419
159949,508999
117975,423260
6968,374574
116258,505784
15522,331449
100319,804752
55752,436134
10104,323093
81581,481327
17634,372762
48493,423111
75803,378503
179092,705105
149557,479696
110723,357920
54531,366329
14388,334048
92841,581613
117527,368008
94708,429339
90978,456043
39034,457919
63771,298298
119862,431651
140307,544179
173055,562055
60312,245548
140948,383950
68665,433454
53273,313972
73695,453636
39732,313190
108381,400405
28833,329489
4652,285624
12326,208011
58295,273848
54735,190677
55781,330918
185759,835277
141955,450173
50027,435503
137553,534159
158843,471047
76408,267991
101394,498482
127046,366351
170057,502560
163871,433560
80499,367675
100252,512822
46520,367341
80968,382944
22783,334190
119958,450263
95692,500961
59418,331171
115062,280402
154587,517019
71698,444526
170344,531427
88585,398545
145392,458147
180979,694262
74716,474162
64070,206603
166071,674968
165848,483925
185782,562670
134557,451613
29789,398935
148195,518462
10467,351487
51642,402284
178810,627309
162477,530852
44481,381699
18944,219663
42036,490987
106197,398912
8706,252697
93484,746732
78193,640196
70753,952766
175868,562931
143981,500455
41404,292839
36015,300297
135516,489019
108910,474198
144886,557840
120965,663959
92906,537634
10308,390866
147357,488400
125835,600414
96597,746541
55714,294730
43445,649115
18885,475957
24460,437290
135636,296185
65425,570524
80035,341257
757,219535
55794,268506
75583,564092
140803,436329
127464,732704
147427,665250
76745,332431
81873,551146
60088,455311
118077,380120
133032,517166
39353,380397
6924,296523
177790,773350
14460,315944
135018,625246
25086,292138
151866,426939
14091,329851
41468,282569
23780,403267
163943,500543
39954,244433
91298,266043
133022,489218
112905,397281
3031,336311
108858,501051
182918,680024
75250,458763
15001,333856
149777,305825
129443,368974
141931,396850
87580,482461
167133,745197
169711,471695
124770,469840
125309,282835
51851,275836
2348,316198
34073,572359
168660,601557
62854,363812
149232,445897
140562,434357
67157,341605
17827,419884
114840,433648
172309,684167
107561,301733
30543,336827
120787,473329
143533,436031
162152,477708
37727,324626
11635,273821
66434,350869
48553,323774
128970,502424
115565,366669
140365,465121
174671,572532
48780,247484
79106,565129
45706,371526
135239,439363
115815,459617
153519,570211
158283,487234
6225,331723
87176,338155
180752,667623
151522,312004
69449,434096
12502,224808
89191,479146
125287,375521
17304,318711
30165,270899
17058,360452
20663,315796
109423,458676
183758,725644
98698,452998
141522,410358
41242,312221
178038,706438
166648,564409
120887,465716
26966,340776
12628,235960
135087,250260
95146,524567
174928,597652
82043,391435
139309,372654
48112,260146
145389,390850
2330,235613
49804,277673
20406,173744
42151,316450
69480,364660
23160,320358
26454,280038
128761,566876
144239,904229
126088,709557
23456,307897
147516,392438
141556,410148
117149,482469
136679,484224
143219,489022
162607,542944
92982,298327
36666,320682
94173,416704
79979,403961
132543,291842
59606,558543
70517,721509
47091,501504
94677,611757
85329,374301
64360,358591
160420,462527
140304,568245
172954,641931
11743,328655
114247,545680
32808,306687
123342,503924
122387,528042
26683,574407
102950,315688
95830,461428
83132,519632
38337,251293
140743,643073
32512,265950
122599,687114
112692,418876
21383,339131
21297,360384
46777,402835
73057,456108
44704,454527
85546,663047
22898,353407
48797,378563
124183,356453
17694,285774
123128,587178
49066,387064
13485,446770
18646,323731
106303,318982
35390,376733
122473,412084
170759,393394
62306,451152
35538,156571
63498,364759
170330,503895
98863,412327
58938,466151
106681,456297
155115,616990
17785,359415
146081,401082
57607,1379949
71097,293658
159696,473198
22632,149322
141299,648354
160208,489202
172371,640764
116818,544969
34768,608692
49076,305448
155430,579193
20501,328606
55868,277215
129928,509333
39224,400043
154624,522829
61781,929267
31249,373479
17040,420396
35963,268780
180784,574492
34727,294853
143470,374182
183976,579743
23846,287037
119386,423960
115579,467141
139728,460021
80206,469458
8611,309527
54214,286758
73141,500569
690,364542
126244,446134
127754,416429
89333,367599
109703,432769
7721,309329
41833,538186
67293,284413
53559,345766
184968,593743
81858,485022
23985,332870
2531,134068
14703,268192
70654,902804
54700,216023
167463,504514
123163,446543
14522,285215
132870,324928
78370,885049
19284,396520
55641,484623
8410,311892
47728,377289
174934,665955
36564,321356
10425,342170
171874,517015
70271,615421
18553,379561
139490,312301
142955,463475
51587,558582
185419,635533
95587,505213
41295,322350
156130,381990
127108,506551
128230,313983
113041,455873
87214,460908
128090,266404
54861,320307
124982,555575
32927,399373
6370,296746
31493,338171
39851,239372
168290,595514
163389,491742
173333,754358
182842,635818
162403,583098
162906,417480
4370,290382
99824,623036
122276,393489
115627,446398
100926,326327
124231,444770
8122,374713
69907,721243
135366,446677
31141,290207
152814,362663
108186,410598
17263,258598
16361,372573
17469,305828
13997,273065
85116,340490
52002,354189
8580,504713
64409,683917
124462,891133
13072,300985
65226,357149
76619,333641
74980,409211
54150,230225
11433,300589
41386,242730
57134,294417
21320,354025
138377,432990
134000,347076
136314,482056
132658,460315
148504,511793
113805,420267
71799,537360
32066,337604
121220,480414
150491,433017
101987,362704
163498,407638
122615,524570
61283,304704
135201,371201
133787,493740
109922,360503
51170,323540
157859,494736
94585,396226
101844,414453
173185,746652
131777,414063
109162,519958
103942,456311
43501,470858
75240,509319
110336,433014
118299,426626
166359,546680
120457,549036
3094,432040
155293,537330
10951,306645
121200,469597
143054,345163
97372,458389
59141,234950
61052,239737
40404,416399
49032,311373
32575,246057
125229,408589
97333,401802
4580,225678
105966,515750
140255,463124
43504,279860
54261,367580
65456,334214
170191,407931
23980,386767
98610,366241
12642,377804
1282,168806
42912,226067
109512,292188
36262,358977
54222,254170
165133,595654
117970,421120
22526,272404
32248,422841
105368,531691
22934,369363
128556,477790
134274,426322
48960,367554
72512,485247
77648,397096
174251,688332
182787,641459
79221,418683
154171,333955
181466,674820
87245,368795
93102,459425
217,416431
83879,457172
4817,121742
5685,353160
160664,458869
123684,377739
126264,531013
127201,386637
145933,751213
16588,423986
83630,513881
49795,311480
46883,93773
119346,313860
129519,423912
129528,486690
108824,422653
70038,695746
120369,504835
91631,462279
166272,495065
84755,336894
90451,508743
18202,361025
114005,492856
143614,544043
96412,487718
99745,404287
142779,358657
181274,652777
74993,462275
74646,391888
35363,361626
133592,457009
154884,389283
139442,338057
3458,393029
162355,589363
6417,416627
52841,397232
72474,446993
164641,713389
172368,711879
73442,451336
7897,294060
143503,379153
153824,438352
26384,308678
52564,284282
97261,408520
168848,451610
146083,392466
150065,547280
107354,491153
59556,278511
43474,406490
32720,364804
135382,572366
81628,413527
147056,412614
182593,661765
9883,492736
146445,523490
1625,337080
70542,445815
7477,405158
102267,535671
180772,548091
75658,461280
4189,314805
115293,360577
165975,434460
43160,343486
131325,497326
65388,414394
18201,360832
135522,531283
2779,274388
107294,479126
76005,409808
111328,354909
6427,299862
109962,378580
135768,519027
141042,330482
126733,316783
61829,311253
126664,442503
119597,520030
133093,506792
121222,443136
124198,414208
58052,413775
24006,247912
91396,446151
48520,347097
28978,434104
31698,544857
55460,840129
88172,489685
22328,295263
80947,362949
166967,614418
138173,362024
134965,496443
22773,296307
134721,508506
184039,638121
151616,711579
1002,275985
157526,325551
87064,353414
59001,534521
52852,498951
66552,674716
116609,350137
42238,445697
22918,272040
104313,449924
59364,424356
95083,426556
123389,511102
143467,379432
125146,230351
77773,367725
12729,427712
91788,308932
59498,490554
79553,556988
55894,355262
89874,486702
133507,394388
147804,422012
53292,347187
31208,379812
25462,365766
166087,721956
18313,474629
45563,312215
47037,266334
165340,457442
79899,344225
2107,380102
68650,409309
141550,416554
57483,303283
68149,310848
184165,587656
33242,216325
82484,364884
27349,257108
178767,698246
171182,542221
6125,311253
84386,292104
3218,365941
102855,580454
154489,479469
156166,568007
84383,330807
139184,248165
154768,505901
483,305490
63576,673430
85817,474851
74550,382566
6846,340440
33514,356690
1931,285872
102915,609703
184315,527842
136362,451530
184202,576530
152459,351882
92827,638208
166549,523963
107959,524827
42159,399278
109219,546445
128705,776058
109103,421846
59039,409874
116412,544719
38303,300125
122904,903203
79799,378330
29100,309415
124346,488418
17474,280420
101967,448453
154355,540035
46817,405418
23256,425604
65734,472894
103520,432471
7950,284791
95779,554053
53575,325864
46378,433461
91168,737634
22732,111416
26638,335101
177776,693657
74319,425080
168838,538239
96052,538457
172603,744865
85545,655998
11624,269802
122448,455711
42550,378590
59851,430122
159165,595154
178548,608066
159342,406601
103047,409584
2049,306489
48195,422433
162163,499515
141635,492258
120094,485058
181582,527680
129903,442770
115315,403197
78388,662867
121607,482621
5545,428557
135025,641427
18960,266258
150566,539990
90836,446995
61703,852947
5011,175502
56398,410106
102676,396744
138262,574488
153808,413674
168757,527844
147232,484189
33962,417684
147290,481648
27787,288140
94523,406455
2546,142191
144131,448470
175739,681395
178425,562613
80779,358212
32445,382712
21465,491152
134113,488594
182989,635272
21848,450714
100675,465950
5825,300299
15432,240108
30552,324771
157437,556451
60374,483802
165836,526669
110725,324284
133363,443141
56315,787026
86274,700579
57368,727908
53780,395423
122279,384567
80101,305124
10614,273025
174204,625066
174158,591157
160139,495724
145828,608974
68995,403906
165940,474338
99307,340364
70498,445957
169247,530321
179831,612510
179112,712427
112625,491193
178851,561972
136614,461402
105820,672908
91077,595628
176090,635182
81879,480588
63527,382082
99742,431923
111288,441462
86351,801354
55594,486641
74796,400010
125394,443902
18583,385304
141022,631266
127332,480884
115341,422768
24978,373736
158825,481303
35364,324233
167492,580173
21965,329491
83030,503092
96822,581074
81733,483081
63699,468278
184831,585666
78238,655518
102605,440505
112807,547613
44091,333736
97597,450265
17938,323868
74325,411454
170846,514511
75466,518247
169334,486715
83167,496746
64730,400387
55143,250367
176894,614084
28292,389476
146675,412919
171024,463771
148884,474599
122244,432664
17754,337021
101251,366648
155193,793638
32193,266933
22563,140516
94751,436477
19729,201282
107631,509585
157103,413424
153146,426220
124376,496282
152359,456947
146266,582874
107591,350775
65449,401336
46364,368177
175396,614802
78745,421432
78847,562022
12199,148840
138274,467818
155733,542642
165356,707640
103734,438564
149030,470599
133758,554888
135678,578788
147315,417669
55245,301744
27333,197290
21556,430681
80984,510139
171076,535798
141694,580685
11951,175850
28779,407062
10015,405854
134708,409508
121034,413832
172915,762084
183149,628570
47815,361215
109072,494373
82979,400769
57396,428641
26158,450581
5056,251158
148218,397172
123555,384097
75174,483667
14644,197278
182380,538846
95748,419628
115939,577287
143779,430717
67629,738018
118439,356367
127323,469626
138753,353300
169219,575084
145070,400203
133478,353949
128640,579879
116322,416322
1881,212930
104961,312827
31245,356924
106890,588765
168723,574231
138769,499620
163502,543366
792,204775
30,169234
175159,667353
73210,411573
184357,658685
163282,490828
159241,497420
138826,434275
5728,320234
30207,346426
109581,413240
2079,239123
119763,338666
101665,506858
134755,458163
7217,255481
31000,283758
4747,204334
66359,407474
5900,335699
34023,427093
69939,761987
54440,256648
14947,323736
11693,311140
48277,493704
184382,630640
7527,303173
41926,265379
129554,516118
165028,607136
74782,414399
108056,355432
175216,684449
71231,366720
123303,359278
154908,455854
155537,493543
131352,355931
13397,395975
35294,348656
145185,983430
161670,548259
30346,320720
177760,723198
108305,406848
84273,676280
145548,512806
51988,317467
117471,543853
159708,401250
5107,184135
147837,385566
147248,500720
144206,582976
38039,525152
27541,294025
80441,520062
15719,295709
163394,472645
19618,332342
154795,436666
130585,381633
68477,416796
179465,586592
37092,320866
93739,548571
167761,781849
28236,368778
70059,680873
73329,548876
80228,493241
23173,382075
29764,245831
21030,471729
125098,511888
39774,272670
44718,313759
40890,376274
143633,373121
184248,548621
1816,422523
40310,291095
97431,426325
131812,543494
5015,200772
62454,317199
3140,385965
30398,316653
127561,408976
110338,420607
5438,281692
43786,325938
140707,348936
48374,433495
183118,629913
154487,428679
38185,340390
107492,342948
113631,510998
6597,365467
109888,370503
83654,509402
23289,307366
152501,523430
155994,423615
67712,369865
38005,410847
84171,680412
102816,593160
64063,463102
10590,270887
173279,789101
56272,603833
100154,362133
18461,223708
143996,458604
29223,404768
152395,555725
109257,433777
106596,394124
87305,497906
40550,350444
53102,455131
59576,246209
87465,517843
157362,469570
37413,392721
145441,360378
10752,271642
73196,408380
8372,356904
109400,493634
78122,497076
58793,271837
129300,429169
140411,453937
29730,253605
170391,672909
124835,510154
33021,248181
119998,349922
94593,497143
73251,496942
17412,277818
168353,377949
147597,745350
172459,754031
369,168976
33686,352506
89106,433199
127346,515633
146825,849440
117921,450747
163643,526490
172959,665883
49077,268163
54029,333991
68855,349130
30437,298361
183333,622680
1569,262543
160353,494611
142895,513395
141642,367638
122084,414184
129240,413576
18766,345542
77487,362293
141803,488997
95997,625148
128095,370845
73366,375919
98565,474123
118158,456471
41317,286916
61173,559444
96661,628262
138133,495252
138289,478647
152485,432557
113998,486603
75025,484408
93778,624704
40154,396754
122002,354095
115755,692740
65455,421879
152847,357024
71322,317502
118786,379724
9458,394011
69585,361351
27896,320459
24004,210476
93132,597139
161141,667723
104635,402767
84209,585757
50543,363267
98420,289877
148075,749843
134375,452627
34270,379064
147942,687565
134015,496455
49501,354974
169746,494009
144543,634185
106656,381137
115326,363593
158065,585456
18708,418996
75854,452159
104263,390336
37417,423006
34282,460789
5572,427030
104556,676613
55611,470962
177773,623970
28769,389844
90485,432405
46550,364228
129418,500694
34426,484110
54612,246413
46997,259067
107199,787312
79056,406957
182307,560633
178260,584577
81417,611494
34437,287679
30662,359561
139028,534425
106417,362667
28298,381743
1135,277671
139344,421537
52408,360396
138854,549585
62327,469172
80841,506176
136923,461754
7915,284220
44647,271190
175421,638321
104917,386743
65313,479334
81207,480838
144815,491913
121885,347998
121805,458792
140842,311272
40685,419749
76665,409175
175496,720343
12569,254991
146420,526330
96008,687680
103728,478782
60639,434757
147528,419249
135701,374655
172578,555133
32327,348168
170209,516594
12801,380863
13936,427672
98860,483081
26331,234475
26139,301091
102521,400675
49036,306757
142529,492254
132651,356438
24653,218336
67048,309903
28599,430756
44129,373111
129907,497329
3892,581714
166657,532094
78687,457288
36676,325052
102331,552869
128297,436208
32267,375950
129000,465618
181742,720970
101191,336467
17917,276095
7373,338228
39207,499978
27957,370293
185850,699878
119554,462236
53795,370358
7281,361340
86564,489501
40843,284381
95754,408777
174377,644453
120610,441336
9536,364480
159613,464802
48003,174797
118622,477025
13016,325629
36217,392638
32242,392179
129756,451903
1201,285783
171384,670338
35082,287586
45037,347444
53925,147658
58111,368357
132383,523792
18408,374463
109601,347605
10698,249604
131272,514464
143664,571719
100575,532755
136577,503357
39255,359678
115238,422514
96407,418306
55317,453244
166686,486327
124674,458983
119115,602750
39579,475539
154581,455991
130450,300844
158153,443451
123944,546899
85578,461218
121399,538618
32045,188012
90216,517370
149710,480192
119639,398166
118986,536060
134064,523485
109150,474030
35054,327651
58335,403671
177503,550098
164370,566806
127053,469679
139541,463298
154110,402134
52661,530809
96369,393440
114222,449094
168437,461234
65915,708913
180575,539354
137641,452712
28969,315656
53894,306878
157198,489423
48166,276525
166394,561385
80955,454352
82614,473086
134870,503922
96351,512607
109458,668247
129076,520747
3593,280251
174858,655414
26390,273603
106375,404999
58109,442876
150958,530349
4557,278776
112259,281094
170139,513926
49236,313898
10857,286439
93826,612697
17131,419177
114168,407497
82485,358086
155920,561115
138870,568855
30426,359943
123541,484468
22931,379829
91023,714655
144855,495929
94380,440959
83523,473634
46533,715610
162315,470508
27296,250268
150735,459737
118812,319021
93879,374244
37478,259441
185198,650249
24949,394714
40488,378869
95577,373147
8806,246118
183221,771662
94568,534971
142949,472937
104777,443195
90854,529288
175944,589558
8462,343331
47935,285070
166880,502208
55733,312663
101876,491141
5091,508721
30092,277074
23459,392962
62101,553865
18051,268550
111902,421285
103825,543384
68925,420770
11614,311833
67071,479171
175947,609175
106248,604059
79414,537703
184255,606690
82071,685625
96696,744458
94207,459309
34470,369686
50581,343948
103486,428301
57644,355671
58580,563514
30630,369706
104474,534211
71791,455532
166837,666383
43112,356689
82143,658008
132991,401836
29835,254008
128793,337070
59693,593744
52533,291760
152267,608399
99678,638120
35590,261252
173305,489870
100684,319070
121000,302622
135921,579867
26172,331932
146372,484050
55032,313712
37077,275042
89074,505026
114824,373373
131563,431431
84581,406385
176238,620501
14138,375886
161728,546659
43987,368509
86611,384925
98663,460531
63333,306124
140024,426036
37574,281427
123387,554577
44831,299699
176715,626564
66149,726063
78825,523513
175456,715198
94855,378527
124436,783507
60861,377183
143713,415631
6939,326587
148085,737079
122929,448797
25035,263145
37394,794786
180145,636644
167235,584131
184169,569630
111504,372127
62312,422852
114233,461869
171692,565732
17553,416111
152514,549948
71899,479203
147230,510520
173972,680501
69243,576009
83485,530649
179904,646611
15436,265714
178456,602394
50688,341917
148984,369611
150325,537271
135747,394538
18199,334785
31075,384720
62511,324269
131063,351747
17172,339423
25049,246986
132387,540785
2400,382910
27968,391147
55983,400793
80047,351573
24586,339356
157388,494185
